City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1423,Almirante,PA,76.89,overcast clouds,9.3,-82.4,Hotel 888
1424,Kaoma,ZM,82.47,broken clouds,-14.7833,24.8,KAOMA AIRPORT
1426,Mananara,MG,84.47,scattered clouds,-16.1667,49.7667,Chez Roger
1430,Kenda,IN,81.55,clear sky,23.2,86.5333,Gouranga Hindu Hotel
1431,Huicheng,CN,71.55,clear sky,23.0385,116.2899,Huilai Hotel
1432,Tevaitoa,PF,80.56,few clouds,-16.7833,-151.5,Hôtel Raiatea Lodge
1435,Vao,NC,74.25,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
1437,Pilar,BR,73.33,broken clouds,-9.5972,-35.9567,Pousada e churrascaria Manguaba
1439,Balkanabat,TM,62.44,clear sky,39.5108,54.3671,Nebitchi Hotel
1441,Banda Aceh,ID,83.57,overcast clouds,5.5577,95.3222,Sulthan Hotel International
1442,Abu Dhabi,AE,86.11,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
1443,Keningau,MY,83.75,broken clouds,5.3378,116.1602,Sabindo Hotel
1445,Ban Pong,TH,83.82,overcast clouds,13.8163,99.8774,Pak Ping Ing Jai Resort
1449,Gombe,NG,80.29,scattered clouds,10.2897,11.1673,Shinani Lodge
1451,Jumla,NP,60.4,clear sky,29.2747,82.1838,Royal Garden Hotel
1452,Rio Cuarto,AR,67.68,clear sky,-33.1307,-64.3499,Grand Hotel Río Cuarto
1456,Ndungu,TZ,86.47,clear sky,-4.3667,38.05,Nick Resort
1457,Whitianga,NZ,64.02,scattered clouds,-36.8333,175.7,Beachside Resort Whitianga
1459,Itimadpur,IN,78.39,clear sky,27.25,78.2,Palm Galaxy
1463,Parati,BR,69.26,overcast clouds,-23.2178,-44.7131,Che Lagarto Paraty
1464,Coromandel,BR,67.73,few clouds,-18.4733,-47.2003,Hotel Dona Adélia
1466,Rodrigues Alves,BR,71.31,overcast clouds,-7.738,-72.6509,Pousada Aconchego
1470,Pucallpa,PE,71.67,light rain,-8.3791,-74.5539,Hospedaje Komby
1471,Iaciara,BR,67.03,overcast clouds,-14.0958,-46.6317,Hotel Matinha
1472,Nchelenge,ZM,77.27,overcast clouds,-9.3451,28.734,KD Travellers Home
1473,Cristalina,BR,63.39,broken clouds,-16.7686,-47.6136,HOTEL TOPAZIO
1475,Xam Nua,LA,68.38,broken clouds,20.4197,104.0439,Xee Wang Guesthouse
1479,Baleshwar,IN,84.88,clear sky,21.4942,86.9317,Banjara Hotels Pvt Ltd
1481,Abha,SA,64.65,clear sky,18.2164,42.5053,Abha Hotel
1487,Lano,NG,81.3,broken clouds,10.1725,11.4715,Lano
1491,Porbandar,IN,89.58,clear sky,21.6422,69.6093,Lords Inn Porbandar
1493,Manta,EC,73.18,overcast clouds,-0.95,-80.7333,Balandra Hotel
1498,Portmore,JM,78.76,few clouds,17.9702,-76.8672,Salmon Way Inn
1499,Lebowakgomo,ZA,63.5,clear sky,-24.2,29.5,Chuene Resort
1502,Tacoronte,ES,66.22,clear sky,28.4769,-16.4102,Casa Laurel
1504,Manavalakurichi,IN,84.29,moderate rain,8.1333,77.3,Muttom beach west
1505,Tamandare,BR,77.56,broken clouds,-8.7597,-35.1047,Pousada 100 Passos
1507,Amboasary,MG,85.84,scattered clouds,-25.0333,46.3833,DISCOVERY AMBOASARY
1511,Beterou,BJ,80.13,overcast clouds,9.1992,2.2586,Monastère de Kokoubou
1514,Sao Jose Da Coroa Grande,BR,77.56,overcast clouds,-8.8978,-35.1478,Crôa Mares Hotel
1516,Pozo Colorado,PY,73.54,moderate rain,-23.4923,-58.7972,Hospedaje la Amistad
1518,Annau,TM,63.9,clear sky,37.8876,58.516,"Гостиница ""Уссат инженер"""
1520,Atambua,ID,81.55,overcast clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
1523,Zarate,AR,64.94,clear sky,-34.0981,-59.0286,Departamento céntrico 2 ambientes 45 mt2 en Zárate
1525,Jiangdu,CN,61.9,clear sky,32.4286,119.5574,Super 8 Hotel （Jiangdu Xiancheng Branch） Parking Lot
1527,Bulawayo,ZW,84.2,clear sky,-20.15,28.5833,4 On Housman Backpackers
1528,Formosa,AR,71.58,clear sky,-26.1775,-58.1781,Hotel Portal del Sol
1530,Mersing,MY,78.71,light rain,2.4312,103.8405,Timotel Hotel
1532,Catende,BR,75.87,overcast clouds,-8.6667,-35.7167,Abrigo Santo Antonio
1534,Bundaberg,AU,79.21,broken clouds,-24.85,152.35,Takalvan Motel
1535,Gazojak,TM,60.03,clear sky,41.1875,61.4036,In gowy adamlaryñ yaśayan oyi
1539,Sao Miguel,BR,77.32,overcast clouds,-5.4667,-35.3667,Maracajaú Reef
1540,Villa Maria,AR,65.84,clear sky,-32.4075,-63.2402,Hotel Milenium
1541,Lakes Entrance,AU,63.21,moderate rain,-37.8811,147.981,The Esplanade Resort & Spa
1542,Hefei,CN,66.22,clear sky,31.8639,117.2808,Jinhuan Hotel
1551,Dakar,SN,75.33,overcast clouds,14.6937,-17.4441,Redface Studios Meublés
1553,Beruwala,LK,81.72,overcast clouds,6.4788,79.9828,The Palms Hotel
1554,Luau,AO,76.96,overcast clouds,-10.7073,22.2247,Casa- Bernardo Cândido
1555,Cozumel,MX,72.95,clear sky,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
1557,Pokhara,NP,65.98,broken clouds,28.2333,83.9833,Butterfly Lodge
1558,Fuerte Olimpo,PY,73.65,overcast clouds,-21.0415,-57.8738,Hospedaje DAMI
1559,Charagua,BO,67.87,overcast clouds,-19.8,-63.2167,Hotel
1560,Yarada,IN,88.12,few clouds,17.65,83.2667,Vishranti
1561,Anaco,VE,72.01,overcast clouds,9.4389,-64.4728,SAIVEN MALL (SAIVEN C.A.)
1568,San Martin,AR,72.14,clear sky,-33.081,-68.4681,Club El Pelícano
1570,Banyo,CM,78.37,overcast clouds,6.75,11.8167,Motel JOMBA
1579,Panormos,GR,69.66,few clouds,35.4182,24.6909,Kirki Village Ξενοδοχείο
1582,Whakatane,NZ,61.77,scattered clouds,-37.9585,176.9854,Pacific Coast Motel
1584,Takoradi,GH,82.11,scattered clouds,4.8845,-1.7554,Raybow International Hotel
1586,Mandiana,GN,74.1,few clouds,10.6333,-8.6833,Motels rouzo
1593,Todos Santos,MX,73.0,overcast clouds,23.45,-110.2167,Hotel California Todos Santos
1595,Dwarka,IN,81.86,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
1597,Nilakkottai,IN,81.34,overcast clouds,10.1648,77.8529,A.S Mahal
1598,Makasar,ID,89.65,few clouds,-5.14,119.4221,Hotel Horison Ultima Makassar
1600,Campos Belos,BR,67.26,broken clouds,-13.0367,-46.7717,Pousada Carnaúba
1601,Jiazi,CN,68.29,clear sky,22.8779,116.067,Hotel Jin Hao
1605,Roebourne,AU,88.84,overcast clouds,-20.7833,117.1333,Latitude20 Roebourne Village
1606,Mildura,AU,71.56,moderate rain,-34.2,142.15,Mercure Hotel Mildura
1607,Esna,EG,66.22,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
1610,Vega De Alatorre,MX,69.21,clear sky,20.0333,-96.6333,El Polo Norte
1613,Dicabisagan,PH,77.63,heavy intensity rain,17.0818,122.4157,Nancy Montanes Bernardo
1614,Cachoeira,BR,73.2,overcast clouds,-12.6183,-38.9558,Cachoeira Apart Hotel
1615,Am Timan,TD,84.67,clear sky,11.0297,20.2827,Palais du chef Canton Salamt
1617,Umm Lajj,SA,81.57,clear sky,25.0213,37.2685,Moon light Furnished Units
1618,Canutama,BR,72.81,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
1620,Guiratinga,BR,71.76,overcast clouds,-16.3494,-53.7583,Hotel Angra do Cerrado - Guiratinga MT
1623,Atlatlahucan,MX,66.24,broken clouds,18.9333,-98.9,CALLE GIRASOLES COL LOS CERRITOS
1625,Kananga,CD,74.12,moderate rain,-5.8958,22.4178,Guest House Wood Land
1628,Luorong,CN,61.93,broken clouds,24.4058,109.6086,荣立大酒店
1631,Chabahar,IR,81.3,clear sky,25.2919,60.643,هتل گدروشیا
1632,Jiwani,PK,80.89,clear sky,25.05,61.7417,Al Mumtaz Transport Jiwani
1633,San Carlos Del Zulia,VE,73.6,overcast clouds,9.0,-71.9135,Hotel El Manantial
1635,Floriano,BR,74.28,few clouds,-6.7669,-43.0225,Hotel Maktub
1638,Matinha,BR,74.8,broken clouds,-3.1006,-45.0336,Hotel do Posto e Conveniência
1640,Ambulu,ID,83.59,light rain,-8.345,113.6058,Hotel Ambulu Jember
1641,Kano,NG,71.49,broken clouds,12.0001,8.5167,Havana Guest Inn
1643,Bairiki,KI,80.6,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
1645,Acopiara,BR,74.39,broken clouds,-6.0953,-39.4525,Cantinho do Ceu Hotel
1646,Itaituba,BR,72.99,broken clouds,-4.2761,-55.9836,Hotel Campos
1649,Kibala,TD,67.95,clear sky,9.1104,18.3463,hotel safari
1650,General Pico,AR,67.44,clear sky,-35.6566,-63.7568,Euskadi Hotel
1656,Igunga,TZ,88.65,broken clouds,-4.2833,33.8833,Victoria Lodge
1659,Altamira,BR,72.27,overcast clouds,-3.2033,-52.2064,Requinte Hotel
1661,Hendrina,ZA,66.27,clear sky,-26.1588,29.7153,Macrest
1663,Mabaruma,GY,72.03,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
1664,Tefe,BR,72.9,overcast clouds,-3.3542,-64.7114,Aracati Hotel
1665,Pimentel,PE,64.63,overcast clouds,-6.8367,-79.9342,Casona Del Muelle
1667,Kpandu,GH,79.47,few clouds,6.9954,0.2931,Emo House
1668,Ouesso,CG,83.39,broken clouds,1.6136,16.0517,ABENIE Hotel
1670,Perth,AU,82.4,clear sky,-31.9333,115.8333,Beatty Lodge
1672,Manono,CD,82.0,broken clouds,-7.3,27.4167,Hotel hewa bora
1674,Asfi,MA,60.31,few clouds,32.2994,-9.2372,Hôtel Abda
1675,Pangai,TO,80.94,overcast clouds,-19.8,-174.35,Ha'apai Beach Resort
1676,Batangafo,CF,87.22,clear sky,7.3008,18.2833,OCHA Office
1677,Sumbawanga,TZ,78.6,few clouds,-7.9667,31.6167,Matamba II Guest House
1679,Jiangmen,CN,73.98,clear sky,22.5833,113.0833,Palace International Hotel
1682,Ondjiva,AO,77.04,clear sky,-17.0667,15.7333,COMBUESA
1685,Sompeta,IN,83.35,scattered clouds,18.9333,84.6,Netaji's Home
1689,Camopi,GF,70.47,broken clouds,3.1655,-52.3158,La pousada
1691,Anito,PH,80.2,moderate rain,12.4497,125.2886,FELIPA LAODENIO PROPERTY
1694,Tias,ES,62.28,few clouds,28.9611,-13.645,Hotel Beatriz Playa & SPA
1698,Praia,CV,73.94,clear sky,14.9215,-23.5087,LT Aparthotel
1700,Rancho Palos Verdes,US,61.79,overcast clouds,33.7445,-118.387,Terranea Resort
1701,Pocone,BR,74.77,overcast clouds,-16.2567,-56.6228,Hotel e Churrascaria Pantaneira
1706,Puerto Leguizamo,CO,69.89,overcast clouds,-0.1934,-74.7819,la casona de juancho
1708,Boyolangu,ID,84.99,light rain,-8.1181,111.8935,Yos ega cv
1710,Bafq,IR,63.84,clear sky,31.6128,55.4107,Alamdar Hotel
1711,Gasa,PS,73.89,scattered clouds,31.5,34.4667,رابطة الفنانين الفلسطينيين
1712,Balurghat,IN,81.01,clear sky,25.2167,88.7667,"Circuit House, Balurghat"
1714,Ilhabela,BR,71.8,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
1718,Albury,AU,73.31,light rain,-36.0833,146.9167,Albury Georgian Motel & Suites
1719,Mudon,MM,86.23,overcast clouds,16.2578,97.7164,Motel Mudon
1724,Nieuw Amsterdam,SR,78.03,overcast clouds,5.8833,-55.0833,Hotel Stardust
1725,Bang Sai,TH,87.01,overcast clouds,14.2124,100.4966,แพ สนามชัย บางไทร อยุธยา ตกปลา fishing
1727,Mamit,IN,76.03,haze,23.9333,92.4833,R.Tlangliana Building
1732,Maxixe,MZ,80.42,scattered clouds,-23.8597,35.3472,Oceano
1736,Winneba,GH,79.27,scattered clouds,5.3511,-0.6231,Windy Lodge & Beach Resort
1737,Tharad,IN,85.98,few clouds,24.3961,71.6267,Shree Nandan Couriyar Service
1741,Acari,PE,67.84,overcast clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
1742,Maroantsetra,MG,82.87,clear sky,-15.4333,49.7333,Annexe Vatsy Hôtel
1743,Mayong,ID,85.46,heavy intensity rain,-8.2443,114.9625,Pondok Wisata Grya Sari Hotel
1744,Santiago,CL,63.86,clear sky,-33.4569,-70.6483,Che Lagarto Hostel Santiago
1745,Lethem,GY,76.98,overcast clouds,3.3803,-59.7968,Savannah Inn
1746,Labrea,BR,72.39,overcast clouds,-7.2586,-64.7981,Hotel Novo Horizonte
1747,Piet Retief,ZA,60.31,light rain,-27.0071,30.8132,Arabian Nite Guest House
1748,Barpeta,IN,78.89,clear sky,26.3167,91.0,MJ GUEST HOUSE
1753,Anloga,GH,80.82,few clouds,5.7947,0.8973,Pin Drop Hotel
1754,Salta,AR,63.19,broken clouds,-24.7859,-65.4117,Hotel Alejandro I
1755,Sesheke,ZM,89.17,overcast clouds,-17.4759,24.2968,Protea Hotel by Marriott Zambezi River Lodge
1756,Bela Vista,BR,72.3,overcast clouds,-22.1089,-56.5211,Bella Vista Palace Hotel
1757,Ucar,AZ,62.56,scattered clouds,40.519,47.6542,Aşura market
1758,Boundiali,CI,74.71,clear sky,9.5217,-6.4869,Hotel Paysan Boundiali
1760,Pastos Bons,BR,71.96,overcast clouds,-6.6017,-44.0767,Área de lazer casa (Pucina)
1761,Bahia Blanca,AR,72.34,clear sky,-38.7196,-62.2724,Hotel Argos
1763,Baraya,CO,68.5,overcast clouds,3.1533,-75.0531,HOTEL LOS ALMENDROS
1767,Ubata,BR,71.78,overcast clouds,-14.2139,-39.5228,Pousada Caique
1768,Kapit,MY,82.92,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
1770,Gerash,IR,71.74,clear sky,27.6652,54.1371,Sa'adat House
1773,Soe,ID,77.14,overcast clouds,-9.8607,124.284,Dena Hotel
1775,Elat,IL,62.44,haze,29.5581,34.9482,Club Hotel Eilat
1778,Codajas,BR,72.52,overcast clouds,-3.8367,-62.0569,Atlântic Hotel
1779,Arapongas,BR,66.87,overcast clouds,-23.4194,-51.4244,Hotel Mirage
1790,Paka,MY,78.73,scattered clouds,4.6374,103.4368,RUMBIA RESORT VILLA
1791,Meiktila,MM,83.01,few clouds,20.8667,95.8667,The Floral Breeze Wunzin Hotel
1793,Natal,BR,77.22,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
1794,Banjar,ID,87.66,heavy intensity rain,-8.19,114.9675,The Hamsa Resort
1795,Quata,BR,70.52,overcast clouds,-22.2475,-50.6983,Hotel Patrao de Quata
1796,Sumenep,ID,85.1,light rain,-7.0167,113.8667,OYO 3271 Homestay Pandian
1798,Fenoarivo,MG,84.27,scattered clouds,-18.933,47.4354,Skyfol Ambodiafontsy
1800,Phek,IN,65.26,clear sky,25.6667,94.5,Prayer Centre
1801,Port Pirie,AU,73.49,overcast clouds,-33.1833,138.0167,John Pirie Motor Inn
1802,Rio Verde De Mato Grosso,BR,75.38,overcast clouds,-18.9181,-54.8442,Hotel Valência
1807,San Miguel,SV,69.85,scattered clouds,13.4833,-88.1833,Hotel Tropico Inn San Miguel
1810,Turan,VN,75.18,broken clouds,16.0678,108.2208,Sun River Hotel
1811,Pathein,MM,87.19,broken clouds,16.7833,94.7333,New Pammawaddy Hotel
1812,Tepalcatepec,MX,71.13,few clouds,19.1833,-102.85,Maria De Jesus
1818,Harlingen,US,67.89,clear sky,26.1906,-97.6961,Courtyard by Marriott Harlingen
1819,Pemba,MZ,88.5,few clouds,-12.974,40.5178,Guesthouse Samotina
1820,Puerto Madryn,AR,66.24,clear sky,-42.7692,-65.0385,Hotel Tolosa
1821,Pajan,EC,71.2,overcast clouds,-1.5667,-80.4167,Cecadel
1825,Upington,ZA,79.18,clear sky,-28.4478,21.2561,River Place Manor
1826,Kallupatti,IN,82.36,moderate rain,9.7167,77.8667,ELUMALI SK AUTO FINANCE
1827,Yunyang,CN,68.79,clear sky,33.4474,112.7142,Post & Telecom Hotel
1828,Nisia Floresta,BR,77.38,scattered clouds,-6.0911,-35.2086,Rancho Crepusculo
1831,Mbanza-Ngungu,CD,74.61,overcast clouds,-5.25,14.8667,Hotel Full Business
1832,La Asuncion,VE,78.53,broken clouds,11.0333,-63.8628,Colinas de Matasiete
1833,Urucara,BR,73.72,broken clouds,-2.5364,-57.76,Pousada Maria Bonita
1834,Gloria Do Goita,BR,78.94,overcast clouds,-8.0017,-35.2928,Apoty
1840,Arcelia,MX,70.05,few clouds,18.2833,-100.2667,Hotel El Posito
1841,Guadalajara,MX,62.98,scattered clouds,20.6667,-103.3333,Hotel Aranzazú
1842,Anahuac,MX,62.58,few clouds,27.2333,-100.15,HOTEL SAN FELIPE
1844,Tabou,CI,80.01,overcast clouds,4.423,-7.3528,hotêl doufoulougou
1845,Tuensang,IN,71.46,clear sky,26.2833,94.8333,B.W.D Resthouse.
1847,Tanda,IN,78.55,clear sky,26.55,82.65,MUMTAZ GANJ TANDA
1849,Awbari,LY,75.15,clear sky,26.5921,12.7805,فندق أوباري
1855,Jacqueville,CI,80.51,broken clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
1858,Bobo Dioulasso,BF,70.25,clear sky,11.1771,-4.2979,RAN Hotel Somketa
1859,Pedernales,DO,77.61,overcast clouds,18.0384,-71.744,Hotel Costa Marina
1861,Manado,ID,86.77,scattered clouds,1.487,124.8455,Aryaduta Hotel
1867,Baghdad,IQ,64.31,clear sky,33.3406,44.4009,Baghdad Hotel
1868,Mossendjo,CG,71.55,light rain,-2.9506,12.7261,HOTEL D'ASSISE
1872,Adana,TR,62.62,broken clouds,36.985,35.2881,Güney Adana Otel
1876,Chau Doc,VN,86.76,overcast clouds,10.7,105.1167,JADE AND SAPPHIRE GUESTHOUSE
1877,Bocas Del Toro,PA,79.07,overcast clouds,9.3333,-82.25,Hotel Bocas del Toro
1880,Sinnar,SD,87.12,few clouds,13.5691,33.5672,هجو الطاهر
1881,Oranjestad,AW,80.55,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
1883,Beni,CD,74.86,light rain,0.5,29.4667,Albertine hotel
1884,Casa Nova,BR,80.58,broken clouds,-9.4167,-41.1333,Pousada e Restaurante Dona Xinha
1885,Arusha,TZ,80.37,scattered clouds,-3.3667,36.6833,Graceland Hotel
1888,Fengkou,CN,65.21,few clouds,30.0833,113.2667,君悦大酒店
1893,Pasighat,IN,77.61,clear sky,28.0667,95.3333,Siang Guest House
1897,Mumford,GH,82.35,scattered clouds,5.2618,-0.759,Spanish Villa
1898,Lisala,CD,86.86,clear sky,2.15,21.5167,Flat hôtel tozelaka
1900,Lufilufi,WS,78.58,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
1902,Hukuntsi,BW,79.47,clear sky,-24.0,21.75,Entabeni Hotel
1904,Taunggyi,MM,72.73,scattered clouds,20.7833,97.0333,True Treasure Hotel
1906,Bindura,ZW,83.01,overcast clouds,-17.3019,31.3306,Mayfair Lodges and Restaurant
1907,Polis,CY,71.42,clear sky,35.0367,32.4264,Marion
1908,Puerto Madero,MX,75.4,broken clouds,14.7208,-92.4215,Hospedaje madero
1910,Palitana,IN,89.47,few clouds,21.5167,71.8333,Sanderao Bhavan
1911,Alanya,TR,62.73,light rain,36.5438,31.9998,Panorama Hotel
1913,Kanniyakumari,IN,79.86,moderate rain,8.0833,77.5667,Sparsa
1914,Saveh,IR,60.44,clear sky,35.0213,50.3566,Sadra Hotel And Restaurant
1915,Mentakab,MY,79.63,light rain,3.4865,102.3516,neotel hotel kuala lumpur
1917,Limbang,MY,87.91,overcast clouds,4.75,115.0,Purnama Hotel
1922,Alamos,MX,61.45,few clouds,27.0167,-108.9333,Luz del Sol
1923,Nouakchott,MR,73.33,overcast clouds,18.0858,-15.9785,HOTEL IMAN
1924,Eydhafushi,MV,81.7,overcast clouds,5.1033,73.0708,Soneva Fushi
1925,Kelo,TD,87.3,clear sky,9.3086,15.8066,Plantation de Kelo
